StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,pid_base,pidstr_d,pidstr_r,pidlean,ideol,trust_1,trust_2,trust_3,trust_4,trust_DO,followpol,intro,rep1,rep2,acq1,acq2,hyp1,hyp2,incomp1,incomp2,breach1,breach2,educ,gender,race,income,age,troll,troll_oe,debrief,psid,pid,r1dr,r2dr,b1dr,b2dr,i1dr,i2dr,hyp1dr,hyp2dr,hyp1to,FL_39_DO,FL_46_DO,FL_55_DO,FL_43_DO,FL_59_DO,FL_60_DO
7/16/19 14:28,7/16/19 14:33,0,98.222.9.252,100,333,1,7/16/19 14:33,R_POgOylu4X0m82Ln,,,,,39.7696991,-89.68859863,anonymous,EN,62,2,,2,,6,1,2,1,1,2|1|3|4,1,1,5,5,4,3,3,3,4,5,4,4,1,1,1,6,62,1,,,uHt3RyJV9q3Gz1LaQIJltQ**,1131860307,Democratic,Republican,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_48,FL_57,FL_44,Replication1|Replication2,Incompetence2|Breach1|Acquiescence2|Breach2|Hypocrisy1|Incompetence1|Acquiescence1|Hypocrisy2
7/16/19 14:28,7/16/19 14:35,0,68.133.44.182,100,398,1,7/16/19 14:35,R_3ee39TLGUGdg8lq,,,,,42.97669983,-78.79589844,anonymous,EN,62,1,2,,,3,1,1,1,1,1|2|4|3,3,1,3,3,3,3,2,2,2,3,2,3,3,2,1,2,62,1,,,uHt3RyJV9q2n8mi-_Y8isQ**,1544438286,Republican,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_48,FL_57,FL_45,Replication2|Replication1,Hypocrisy2|Breach2|Hypocrisy1|Acquiescence2|Breach1|Incompetence1|Incompetence2|Acquiescence1
7/16/19 14:28,7/16/19 14:35,0,76.189.121.144,100,448,1,7/16/19 14:35,R_C2jeq3QDoVaNe6Z,,,,,40.91650391,-81.11740112,anonymous,EN,46,2,,2,,6,2,2,1,3,3|2|1|4,2,1,5,2,3,3,1,5,1,5,3,1,2,2,1,2,46,1,,,uHt3RyJV9q3k4YwgS7hM6A**,1598916606,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication2|Replication1,Incompetence1|Breach1|Incompetence2|Acquiescence2|Hypocrisy2|Acquiescence1|Breach2|Hypocrisy1
7/16/19 14:31,7/16/19 14:37,0,97.82.33.1,100,345,1,7/16/19 14:37,R_1mFpLP1F7s5zKNs,,,,,33.645401,-86.70140076,anonymous,EN,18,3,,,1,3,2,2,2,2,3|2|1|4,4,1,3,2,2,3,3,3,3,4,3,2,2,2,2,11,18,1,,,uHt3RyJV9q1yCWEMmvUgeA**,1617646595,Democratic,Republican,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_48,FL_56,FL_45,Replication1|Replication2,Breach2|Incompetence1|Hypocrisy2|Incompetence2|Acquiescence1|Breach1|Acquiescence2|Hypocrisy1
7/16/19 14:25,7/16/19 14:37,0,97.91.42.160,100,718,1,7/16/19 14:37,R_r2x93ZHkFMOWHtv,,,,,45.26539612,-85.22969818,anonymous,EN,64,3,,,3,6,3,3,2,2,2|1|4|3,4,1,2,2,2,1,1,2,3,2,2,1,2,2,1,3,64,1,,I don't I have a thing to say at this time.,uHt3RyJV9q0_Hu6p8G2rug**,1516699792,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication2|Replication1,Acquiescence1|Incompetence1|Incompetence2|Breach2|Breach1|Hypocrisy2|Acquiescence2|Hypocrisy1
7/16/19 14:25,7/16/19 14:44,0,47.186.4.166,100,1161,1,7/16/19 14:44,R_5d2kJUX2Sys7UQx,,,,,33.03259277,-96.7858963,anonymous,EN,61,2,,2,,6,2,4,2,4,2|3|4|1,3,1,1,3,4,3,3,2,3,5,3,3,5,2,1,6,61,1,,,uHt3RyJV9q0L1S1Z1NIdyg**,1504484279,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication2|Replication1,Hypocrisy1|Incompetence2|Acquiescence2|Breach1|Hypocrisy2|Breach2|Incompetence1|Acquiescence1
7/16/19 14:28,7/16/19 14:46,0,71.173.21.36,100,1049,1,7/16/19 14:46,R_2U02tUUe4BH3kxi,,,,,41.20440674,-75.91130066,anonymous,EN,62,3,,,1,2,2,4,2,3,3|4|2|1,2,1,3,3,4,3,2,1,2,2,3,3,4,2,1,5,62,1,,,uHt3RyJV9q0N66ZAL51wiA**,1316938550,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication2|Replication1,Acquiescence2|Incompetence2|Hypocrisy2|Acquiescence1|Hypocrisy1|Incompetence1|Breach1|Breach2
7/16/19 14:44,7/16/19 14:48,0,97.82.202.250,100,197,1,7/16/19 14:48,R_2rluTbZxfWIGFsW,,,,,34.79269409,-82.58390045,anonymous,EN,24,4,,,3,8,4,4,4,4,2|3|1|4,5,1,3,3,3,3,3,3,3,3,3,3,1,2,1,2,24,2,Because,,uHt3RyJV9q3fcWpH-P57VQ**,1614893329,Republican,Democratic,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_47,FL_56,FL_45,Replication1|Replication2,Acquiescence1|Hypocrisy1|Incompetence2|Hypocrisy2|Breach1|Breach2|Acquiescence2|Incompetence1
7/16/19 14:43,7/16/19 14:48,0,107.242.113.3,100,283,1,7/16/19 14:48,R_1NfQKfwKOnYi9uV,,,,,32.78889465,-96.80210114,anonymous,EN,24,2,,2,,5,1,3,1,2,2|1|3|4,3,1,2,2,2,4,1,3,5,4,4,4,3,2,1,4,24,1,,,uHt3RyJV9q20wi-lkz6DUA**,1481384484,Democratic,Republican,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_48,FL_57,FL_44,Replication2|Replication1,Hypocrisy1|Incompetence2|Incompetence1|Breach1|Hypocrisy2|Acquiescence1|Breach2|Acquiescence2
7/16/19 14:45,7/16/19 14:48,0,149.111.204.50,100,186,1,7/16/19 14:48,R_6YyKtvzwCCrKoJr,,,,,44.76150513,-93.34339905,anonymous,EN,33,1,1,,,1,3,3,4,2,1|3|2|4,2,1,1,2,3,1,2,1,2,2,2,1,4,2,1,5,33,1,,No additional comments,uHt3RyJV9q1kPKo7k7Imfw**,1596114063,Republican,Democratic,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_47,FL_56,FL_45,Replication2|Replication1,Incompetence2|Breach1|Breach2|Acquiescence1|Acquiescence2|Incompetence1|Hypocrisy2|Hypocrisy1
7/16/19 14:45,7/16/19 14:49,0,52.91.48.124,100,202,1,7/16/19 14:49,R_1mF2yFM82NLOBnf,,,,,39.0480957,-77.47280121,anonymous,EN,58,2,,1,,6,2,3,3,3,4|1|2|3,1,1,4,4,5,3,4,4,4,5,4,3,4,1,1,3,59,1,,,uHt3RyJV9q2kZAGOpmV1_g**,1503768546,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Incompetence2|Hypocrisy1|Acquiescence2|Hypocrisy2|Breach2|Incompetence1|Breach1|Acquiescence1
7/16/19 14:46,7/16/19 14:49,0,73.151.216.238,100,209,1,7/16/19 14:49,R_xyADIV9OfIz3t2p,,,,,37.67520142,-120.9465027,anonymous,EN,19,1,1,,,1,2,1,2,2,3|2|1|4,1,1,2,4,2,3,3,2,2,4,3,3,3,2,1,1,19,1,,,uHt3RyJV9q04kd2OEmkp_g**,1617601786,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication2|Replication1,Breach2|Incompetence1|Acquiescence1|Breach1|Acquiescence2|Hypocrisy2|Hypocrisy1|Incompetence2
7/16/19 14:47,7/16/19 14:49,0,75.27.162.66,100,122,1,7/16/19 14:49,R_8l7Vq2dOG0g0HG9,,,,,39.80880737,-86.31629944,anonymous,EN,22,1,1,,,1,4,4,4,4,2|4|1|3,1,1,1,1,1,1,1,2,1,1,3,1,4,2,2,4,1997,1,,,uHt3RyJV9q0i52SyRP5BRQ**,1595452622,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication1|Replication2,Hypocrisy2|Breach2|Acquiescence1|Acquiescence2|Incompetence2|Incompetence1|Hypocrisy1|Breach1
7/16/19 14:46,7/16/19 14:50,0,174.229.132.20,100,236,1,7/16/19 14:50,R_1IK5C4t9UXAXp3K,,,,,40.3052063,-79.54180145,anonymous,EN,24,2,,2,,8,2,3,1,2,4|1|2|3,3,1,3,3,3,2,3,3,3,3,3,3,2,2,1,7,24,1,,,uHt3RyJV9q07PNs2fdTumw**,1597085808,Democratic,Republican,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_48,FL_57,FL_45,Replication2|Replication1,Hypocrisy1|Breach1|Incompetence2|Acquiescence1|Breach2|Acquiescence2|Incompetence1|Hypocrisy2
7/16/19 14:42,7/16/19 14:51,0,24.26.199.96,100,511,1,7/16/19 14:51,R_ClWGjaksNrW107T,,,,,31.00650024,-97.84059906,anonymous,EN,21,3,,,2,1,2,2,2,3,1|4|2|3,2,1,2,2,4,1,4,3,3,3,3,4,4,1,2,6,20,1,,That's crazy,uHt3RyJV9q2-uXeKMz5cRQ**,1616707714,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication1|Replication2,Incompetence1|Breach1|Incompetence2|Hypocrisy2|Acquiescence1|Breach2|Hypocrisy1|Acquiescence2
7/16/19 14:50,7/16/19 14:52,0,99.10.184.130,100,152,1,7/16/19 14:52,R_1juYrrXY7Cosrpk,,,,,26.57470703,-80.07939911,anonymous,EN,21,1,1,,,7,1,3,4,2,1|4|2|3,2,1,2,2,3,2,2,4,2,3,3,3,4,2,2,2,21,2,Because of the formation and process, The weather process going to formation because people think differently they have their own opinions,uHt3RyJV9q39jgPOMAY0Jw**,1607647529,Democratic,Republican,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_48,FL_56,FL_45,Replication1|Replication2,Breach2|Acquiescence1|Breach1|Hypocrisy2|Incompetence1|Acquiescence2|Incompetence2|Hypocrisy1
7/16/19 14:44,7/16/19 14:57,0,172.58.173.180,100,766,1,7/16/19 14:57,R_3pr61rp2axtz6iD,,,,,30.36680603,-81.58730316,anonymous,EN,30,3,,,2,1,2,1,3,4,2|3|1|4,2,1,1,1,4,4,3,1,1,2,1,1,5,2,2,8,26,2,I read all of the questions and answer corectly and thanks it was really interesting.,"I don't have any questions, thank you.",uHt3RyJV9q1unQlIWVQtwg**,1616430308,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication1|Replication2,Hypocrisy2|Breach2|Incompetence1|Hypocrisy1|Acquiescence1|Acquiescence2|Breach1|Incompetence2
7/16/19 14:55,7/16/19 14:59,0,71.92.17.112,100,187,1,7/16/19 14:59,R_eqE9N0psWXCBmrD,,,,,30.5144043,-92.08969879,anonymous,EN,58,3,,,3,7,1,2,1,3,1|3|4|2,1,1,3,3,4,3,3,3,4,4,3,3,4,1,1,9,58,1,,,uHt3RyJV9q10kClj8LGcLg**,1132292625,Democratic,Republican,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_47,FL_56,FL_45,Replication2|Replication1,Incompetence2|Incompetence1|Hypocrisy2|Breach1|Acquiescence1|Hypocrisy1|Acquiescence2|Breach2
7/16/19 15:00,7/16/19 15:03,0,174.254.65.105,100,182,1,7/16/19 15:03,R_332P3cIBzSFBxBf,,,,,39.29040527,-76.61219788,anonymous,EN,24,3,,,1,4,2,3,2,2,4|1|2|3,3,1,2,3,3,4,2,3,3,3,2,3,2,2,1,4,24,1,,,uHt3RyJV9q2mgqIcHiD9FA**,1587269702,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication1|Replication2,Breach1|Acquiescence2|Incompetence2|Hypocrisy2|Acquiescence1|Hypocrisy1|Incompetence1|Breach2
7/16/19 15:04,7/16/19 15:06,0,23.240.91.7,100,151,1,7/16/19 15:06,R_11cJllP7dsVWU2B,,,,,33.95759583,-118.2669983,anonymous,EN,22,1,1,,,1,2,4,3,1,4|1|3|2,1,1,2,1,2,2,5,3,4,4,3,1,5,2,2,4,22,1,,"Fuck you, bitch. Give me my credits, fat ugly racist white bitches.",uHt3RyJV9q0Thq0eF5OQBw**,1609616520,Republican,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_48,FL_57,FL_45,Replication2|Replication1,Breach1|Breach2|Hypocrisy1|Acquiescence2|Hypocrisy2|Incompetence1|Acquiescence1|Incompetence2
7/16/19 15:04,7/16/19 15:08,0,50.108.200.195,100,261,1,7/16/19 15:08,R_2CWji1HZ4XCVKKD,,,,,43.06159973,-74.33750153,anonymous,EN,24,3,,,3,8,2,4,2,2,1|2|3|4,3,1,4,2,2,3,2,3,5,1,4,1,2,2,1,7,24,1,,,uHt3RyJV9q1d2ZVlSrtCyw**,1616922084,Democratic,Republican,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_48,FL_57,FL_44,Replication1|Replication2,Incompetence2|Hypocrisy2|Breach1|Acquiescence1|Breach2|Acquiescence2|Hypocrisy1|Incompetence1
7/16/19 14:58,7/16/19 15:08,0,129.170.195.171,100,594,1,7/16/19 15:08,R_3fuw0U7BH05cmPr,,,,,43.70449829,-72.28500366,anonymous,EN,64,2,,1,,6,2,3,1,4,2|3|1|4,1,1,3,3,2,2,3,3,3,3,3,3,5,1,1,8,64,1,,,uHt3RyJV9q2MJhHu0JhK8Q**,1502063710,Republican,Democratic,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_47,FL_56,FL_45,Replication1|Replication2,Breach1|Incompetence1|Hypocrisy2|Incompetence2|Acquiescence1|Breach2|Hypocrisy1|Acquiescence2
7/16/19 15:09,7/16/19 15:12,0,154.21.102.57,100,188,1,7/16/19 15:12,R_3ExSI2iJI5YwMr2,,,,,33.27270508,-111.8277969,anonymous,EN,24,2,,1,,1,3,2,4,4,2|1|4|3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,8,24,1,,nothing,uHt3RyJV9q2C10TGo_mEXQ**,1614923757,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication2|Replication1,Hypocrisy1|Breach2|Acquiescence2|Acquiescence1|Hypocrisy2|Incompetence2|Incompetence1|Breach1
7/16/19 15:08,7/16/19 15:14,0,99.203.80.112,100,357,1,7/16/19 15:14,R_2awUSYuFTTIAd0A,,,,,39.9611969,-75.2303009,anonymous,EN,18,1,1,,,2,1,2,3,3,2|3|4|1,3,1,4,5,3,2,4,3,4,5,3,3,2,2,2,1,18,1,,,uHt3RyJV9q3lf7_kD3tNGA**,1617654531,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication1|Replication2,Breach2|Hypocrisy2|Incompetence2|Incompetence1|Acquiescence1|Breach1|Acquiescence2|Hypocrisy1
7/16/19 15:13,7/16/19 15:15,0,152.13.33.135,100,119,1,7/16/19 15:15,R_2CiSIHGpJgsLdbD,,,,,36.06610107,-79.80670166,anonymous,EN,20,1,2,,,4,2,2,2,2,4|1|2|3,4,1,1,3,3,4,4,3,3,4,1,2,3,2,2,6,20,1,,,uHt3RyJV9q1rLPcUz9NL0g**,1615015492,Democratic,Republican,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_48,FL_57,FL_44,Replication2|Replication1,Hypocrisy1|Acquiescence1|Incompetence1|Hypocrisy2|Breach2|Incompetence2|Acquiescence2|Breach1
7/16/19 12:49,7/16/19 15:16,0,67.190.177.5,100,8818,1,7/16/19 15:16,R_vDBNaU2IzKhFDwZ,,,,,39.87199402,-105.0404968,anonymous,EN,65,2,,1,,7,1,3,1,2,1|3|4|2,2,1,3,4,3,3,3,4,4,2,3,4,4,2,1,4,65,1,,,uHt3RyJV9q3Lt6vDBMdcMQ**,1348571451,Democratic,Republican,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_47,FL_57,FL_44,Replication2|Replication1,Breach1|Acquiescence1|Acquiescence2|Incompetence2|Hypocrisy2|Breach2|Incompetence1|Hypocrisy1
7/16/19 15:12,7/16/19 15:16,0,72.218.75.208,100,267,1,7/16/19 15:16,R_2qCnft14OJXhnxD,,,,,37.26870728,-76.72720337,anonymous,EN,22,1,1,,,2,2,2,2,3,4|3|2|1,2,1,3,3,2,2,2,2,2,2,2,2,4,2,2,10,22,1,,,uHt3RyJV9q0oAfGiBvmTTg**,1617641791,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication1|Replication2,Incompetence2|Incompetence1|Acquiescence2|Hypocrisy2|Hypocrisy1|Acquiescence1|Breach1|Breach2
7/16/19 15:13,7/16/19 15:17,0,173.9.218.9,100,235,1,7/16/19 15:17,R_AAMNH6KfgnmARvH,,,,,41.25140381,-87.84680176,anonymous,EN,65,2,,1,,6,3,3,1,3,1|3|4|2,2,1,3,3,3,3,2,3,3,4,3,3,4,2,1,10,65,1,,,uHt3RyJV9q2PjWDDNCJlwg**,1577707073,Republican,Democratic,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_47,FL_56,FL_45,Replication1|Replication2,Acquiescence1|Breach2|Hypocrisy2|Breach1|Incompetence2|Incompetence1|Hypocrisy1|Acquiescence2
7/16/19 15:11,7/16/19 15:20,0,107.196.230.79,100,552,1,7/16/19 15:20,R_1QFA3uwUNxmOIJk,,,,,35.77679443,-119.2414017,anonymous,EN,19,4,,,3,8,3,3,1,2,1|4|3|2,5,1,2,3,3,3,3,4,3,5,3,3,2,2,1,2,19,1,,,uHt3RyJV9q2Qde1srV8nig**,1616630119,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication2|Replication1,Incompetence2|Breach2|Hypocrisy2|Incompetence1|Breach1|Acquiescence1|Acquiescence2|Hypocrisy1
7/16/19 15:17,7/16/19 15:20,0,45.37.149.175,100,213,1,7/16/19 15:20,R_1DBldQSmEv5XVGr,,,,,35.36639404,-77.92209625,anonymous,EN,22,1,1,,,4,1,1,1,2,2|3|4|1,2,1,2,1,1,3,3,3,2,4,3,5,4,2,2,6,22,1,,Thank you ,uHt3RyJV9q0l_3XKXFVsdQ**,1531180571,Democratic,Republican,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_48,FL_56,FL_45,Replication1|Replication2,Hypocrisy1|Acquiescence1|Incompetence2|Hypocrisy2|Breach1|Incompetence1|Breach2|Acquiescence2
7/16/19 15:15,7/16/19 15:21,0,69.206.34.227,100,371,1,7/16/19 15:21,R_2D1bQ4yzGmq28ZK,,,,,41.96980286,-74.06770325,anonymous,EN,23,1,1,,,4,3,3,4,4,3|2|1|4,1,1,1,2,3,4,3,3,2,5,4,4,4,2,2,8,24,1,,,uHt3RyJV9q3zBWzcHhxicg**,1609371901,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication1|Replication2,Incompetence2|Breach1|Acquiescence1|Acquiescence2|Hypocrisy1|Breach2|Incompetence1|Hypocrisy2
7/16/19 15:18,7/16/19 15:22,0,100.38.188.53,100,236,1,7/16/19 15:22,R_3dQyDiauDWtRDwq,,,,,40.60020447,-74.14689636,anonymous,EN,21,1,2,,,5,2,2,2,3,4|1|2|3,2,1,2,3,3,4,4,2,5,3,1,2,3,2,1,5,21,1,,Thank you for the survey,uHt3RyJV9q060URPfCMJhQ**,1613879061,Democratic,Republican,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_47,FL_57,FL_44,Replication2|Replication1,Hypocrisy1|Hypocrisy2|Acquiescence1|Breach1|Breach2|Incompetence1|Acquiescence2|Incompetence2
7/16/19 15:21,7/16/19 15:24,0,107.15.49.201,100,141,1,7/16/19 15:24,R_2tMrwCJeZollB6l,,,,,35.96099854,-78.92910004,anonymous,EN,30,1,1,,,2,4,4,4,4,2|3|1|4,2,1,1,1,4,3,3,2,2,2,3,1,5,1,2,2,30,1,,Yeah I got a bae I was a I got ,uHt3RyJV9q2mC5HNeYAFSg**,1613360408,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication1|Replication2,Acquiescence1|Hypocrisy2|Hypocrisy1|Breach1|Incompetence2|Breach2|Incompetence1|Acquiescence2
7/16/19 15:21,7/16/19 15:24,0,71.202.245.125,100,215,1,7/16/19 15:24,R_uwRaTQyMJMTy3Id,,,,,38.26699829,-122.0439987,anonymous,EN,21,1,1,,,2,1,2,1,1,2|4|3|1,2,1,4,2,3,2,2,3,4,5,2,4,3,2,1,6,21,1,,,uHt3RyJV9q3TMkywL6Hu9g**,1216682194,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Breach1|Hypocrisy2|Acquiescence2|Breach2|Incompetence1|Hypocrisy1|Incompetence2|Acquiescence1
7/16/19 14:15,7/16/19 15:25,0,174.108.117.219,100,4197,1,7/16/19 15:25,R_1EcwcC6vFydrwrN,,,,,35.05619812,-80.81939697,anonymous,EN,64,2,,1,,6,4,4,3,3,4|3|2|1,2,1,3,3,2,2,3,2,3,4,3,2,2,2,1,7,64,1,,,uHt3RyJV9q3GHJwXnoS-Yg**,1517588455,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication2|Replication1,Hypocrisy1|Incompetence1|Acquiescence1|Hypocrisy2|Acquiescence2|Breach1|Breach2|Incompetence2
7/16/19 15:24,7/16/19 15:26,0,142.129.230.250,100,115,1,7/16/19 15:26,R_10OZ4I7PBHaUs8z,,,,,34.08030701,-117.7350006,anonymous,EN,21,2,,1,,1,3,3,3,3,2|3|1|4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,21,2,Idk,Idk,uHt3RyJV9q135SbWBg-RmA**,1592890448,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication2|Replication1,Hypocrisy1|Incompetence2|Incompetence1|Hypocrisy2|Acquiescence1|Breach2|Breach1|Acquiescence2
7/16/19 15:24,7/16/19 15:27,0,24.214.53.236,100,165,1,7/16/19 15:27,R_3hzozvyNVyjzvSf,,,,,32.35429382,-86.26730347,anonymous,EN,26,2,,1,,1,3,4,2,4,1|4|2|3,2,1,3,1,3,1,4,3,2,1,3,1,3,2,2,7,26,2,My insincere response is responding to this ,,uHt3RyJV9q38yZ04cHwWVA**,1508966726,Democratic,Republican,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_48,FL_57,FL_45,Replication2|Replication1,Incompetence1|Breach2|Acquiescence1|Hypocrisy1|Acquiescence2|Hypocrisy2|Incompetence2|Breach1
7/16/19 15:24,7/16/19 15:27,0,72.134.11.247,100,179,1,7/16/19 15:27,R_3F4CS0wjGmAdjyQ,,,,,32.65660095,-114.4041977,anonymous,EN,55,3,,,3,4,1,3,1,2,1|3|2|4,1,1,2,2,4,2,2,3,2,2,2,2,4,1,1,5,55,1,,,uHt3RyJV9q0iHg5417jvvw**,1458616210,Republican,Democratic,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_47,FL_56,FL_44,Replication2|Replication1,Incompetence1|Acquiescence1|Breach2|Breach1|Acquiescence2|Hypocrisy2|Incompetence2|Hypocrisy1
7/16/19 15:24,7/16/19 15:27,0,71.169.112.118,100,201,1,7/16/19 15:27,R_21AgwzcCp37JDe4,,,,,40.66189575,-78.24189758,anonymous,EN,58,2,,1,,4,2,2,2,1,2|1|3|4,3,1,3,2,2,2,1,3,2,2,3,2,1,2,1,5,59,1,,,uHt3RyJV9q2pYQ_XkC_69g**,1550240341,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Acquiescence2|Hypocrisy2|Incompetence1|Breach2|Acquiescence1|Hypocrisy1|Incompetence2|Breach1
7/16/19 15:19,7/16/19 15:28,0,104.243.115.26,100,511,1,7/16/19 15:28,R_ANASoUgUVuBs4KZ,,,,,36.21580505,-115.0660019,anonymous,EN,65,2,,2,,3,3,3,2,3,2|4|3|1,2,1,2,4,5,1,4,2,5,5,2,1,5,1,1,10,65,1,,,uHt3RyJV9q26b7fNNBxbBQ**,1503529332,Republican,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_48,FL_57,FL_45,Replication2|Replication1,Hypocrisy1|Breach1|Incompetence2|Acquiescence1|Breach2|Hypocrisy2|Acquiescence2|Incompetence1
7/16/19 15:27,7/16/19 15:29,0,172.58.206.144,100,104,1,7/16/19 15:29,R_2azRcGlOsnESAKv,,,,,40.00180054,-75.11789703,anonymous,EN,19,4,,,3,3,2,4,3,1,4|1|3|2,4,1,3,2,4,3,2,5,3,4,2,4,4,1,2,2,19,2,Hsruuehh,Yrduuehjhcd,uHt3RyJV9q3ZWocI_7dlNQ**,1611180644,Republican,Democratic,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_48,FL_56,FL_45,Replication2|Replication1,Incompetence2|Acquiescence2|Breach2|Hypocrisy1|Incompetence1|Hypocrisy2|Acquiescence1|Breach1
7/16/19 15:27,7/16/19 15:29,0,104.15.118.72,100,128,1,7/16/19 15:29,R_O1GySYfBkoxkjFT,,,,,25.49310303,-80.43440247,anonymous,EN,18,1,1,,,2,3,3,2,1,1|3|2|4,1,1,2,4,1,2,5,3,1,5,4,2,4,1,4,6,18,1,,,uHt3RyJV9q2tjBu8tydwUA**,1549920359,Democratic,Republican,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_48,FL_57,FL_45,Replication2|Replication1,Incompetence2|Incompetence1|Hypocrisy2|Hypocrisy1|Acquiescence1|Breach2|Acquiescence2|Breach1
7/16/19 15:27,7/16/19 15:29,0,172.58.31.212,100,129,1,7/16/19 15:29,R_1NnwS6vwZ1IP1cb,,,,,34.11470032,-117.3844986,anonymous,EN,21,1,1,,,2,3,4,4,3,2|4|3|1,2,1,3,3,3,3,3,3,3,3,3,4,3,1,1,4,21,1,,,uHt3RyJV9q33YxiyFZqNow**,1448733039,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication1|Replication2,Incompetence2|Hypocrisy2|Incompetence1|Breach1|Hypocrisy1|Breach2|Acquiescence1|Acquiescence2
