CaseId,WEIGHT,RND_01,PID1,PIDA,PIDB,PIDI,PartyID5,PartyID7,RANDOMO,DATE_Q2BEG,TIME_Q2BEG,Q2_INSERT,Q2,DATE_Q2END,TIME_Q2END,DATE_Q3BEG,TIME_Q3BEG,Q3_INSERT,Q3,DATE_Q3END,TIME_Q3END,TIME_Q4BEG,DATE_Q4BEG,Q4,DATE_Q4END,TIME_Q4END,Q5,Q6,Q7,RELIG,RELIG_OE,ATTEND,D3,D4,D5,IDEO,STARTDT,ENDDT,duration,SURV_MODE,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC,EDUC4,MARITAL,EMPLOY,INCOME,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
1611,0.390415266,1,2,,2,,5,6,1,20180329,53212,1,4,20180329,53234,20180329,53234,1,4,20180329,53244,53244,20180329,4,20180329,53251,4,4,3,12,,9,2,,,4,3/29/18 14:46,3/29/18 14:48,1,2,Smartphone,2,49,3,4,6,11,3,1,1,11,CA,4,9,1,1,1,1,4,3,0,0,0,0,3
1615,0.064078718,1,1,1,,,1,1,2,20180402,30056,1,3,20180402,30069,20180402,30078,1,3,20180402,30082,30069,20180402,3,20180402,30078,2,2,2,2,,4,2,,,4,4/2/18 8:20,4/2/18 8:22,1,2,Desktop,1,51,3,4,4,11,3,4,1,12,FL,3,5,1,1,2,2,2,4,0,0,0,0,4
1622,0.606640239,1,1,2,,,1,2,6,20180402,41643,1,2,20180402,41653,20180402,41626,1,4,20180402,41643,41605,20180402,3,20180402,41626,2,2,4,1,,4,2,,,4,4/2/18 11:33,4/2/18 11:35,1,2,Desktop,1,38,2,3,2,12,4,1,1,9,TX,3,7,1,1,1,1,2,3,0,0,0,0,3
1624,0.734446214,0,3,,,1,2,3,3,20180329,54905,0,2,20180329,54908,20180329,54899,0,2,20180329,54902,54902,20180329,3,20180329,54905,1,2,3,6,,5,1,1,,1,3/29/18 15:14,3/29/18 15:15,0,2,Desktop,1,27,1,2,4,10,3,5,1,3,MI,2,3,1,1,1,3,4,2,0,0,0,0,2
1627,0.761238942,0,3,,,1,2,3,4,20180329,48745,0,4,20180329,48757,20180329,48727,0,4,20180329,48745,48757,20180329,2,20180329,48769,3,2,3,2,,6,1,3,,3,3/29/18 13:31,3/29/18 13:33,2,2,Desktop,1,40,2,3,4,9,2,5,2,6,CA,4,9,1,1,2,3,4,1,0,0,0,0,1
1628,0.727891474,0,1,2,,,1,2,3,20180330,33286,0,4,20180330,33420,20180330,32720,0,4,20180330,32928,32928,20180330,4,20180330,33286,4,3,3,2,,2,2,,,4,3/30/18 9:04,3/30/18 9:17,13,2,Desktop,2,67,4,6,1,9,2,1,5,11,SC,3,5,1,1,1,1,3,2,0,0,0,0,2
1632,0.722067602,1,2,,2,,5,6,2,20180329,63038,1,2,20180329,63057,20180329,63067,1,2,20180329,63079,63057,20180329,3,20180329,63067,3,3,3,12,,4,2,,,4,3/29/18 17:30,3/29/18 17:32,1,2,Smartphone,1,40,2,3,1,9,2,3,7,8,MO,2,4,0,1,1,1,2,4,0,0,0,2,2
1633,0.675618963,1,2,,2,,5,6,1,20180406,53457,1,3,20180406,53480,20180406,53480,1,3,20180406,53518,53518,20180406,3,20180406,53531,3,4,3,1,,3,2,,,4,3/29/18 19:03,4/6/18 14:52,11269,2,Tablet,2,63,4,5,1,10,3,1,7,14,KY,3,6,1,1,1,1,2,4,0,0,0,0,4
1637,0.262380448,0,1,2,,,1,2,4,20180330,59324,0,3,20180330,59341,20180330,59284,0,3,20180330,59324,59341,20180330,3,20180330,59361,3,2,4,1,,7,1,2,,2,3/30/18 16:27,3/30/18 16:30,2,2,Desktop,2,77,4,7,1,10,3,1,5,11,MN,2,4,0,1,1,1,3,2,0,0,0,0,2
1640,0.083782971,0,1,1,,,1,1,2,20180329,67622,0,2,20180329,67633,20180329,67643,0,3,20180329,67657,67633,20180329,3,20180329,67643,4,4,4,9,,1,1,2,,2,3/29/18 18:46,3/29/18 18:48,1,2,Desktop,1,36,2,3,4,10,3,5,1,13,IL,2,3,1,1,2,2,4,2,0,0,0,0,2
1643,3.808819612,1,1,2,,,1,2,1,20180406,68382,1,3,20180406,68394,20180406,68394,1,3,20180406,68400,68400,20180406,3,20180406,68414,3,3,3,12,,3,2,,,4,4/6/18 18:59,4/6/18 19:00,1,2,Smartphone,2,42,2,3,1,9,2,6,1,8,KY,3,6,0,1,1,1,2,2,0,0,0,0,2
1653,0.313249875,1,2,,2,,5,6,3,20180405,42054,1,3,20180405,42080,20180405,42011,1,3,20180405,42030,42030,20180405,4,20180405,42054,3,4,3,1,,8,3,,2,6,4/5/18 11:39,4/5/18 11:42,3,2,Desktop,2,73,4,6,1,10,3,1,5,5,FL,3,5,1,1,1,4,3,2,0,0,0,0,2
1662,3.061416551,0,4,,,3,3,4,6,20180405,55205,0,3,20180405,55215,20180405,55186,0,3,20180405,55205,55157,20180405,3,20180405,55185,4,4,3,11,,1,2,,,4,4/5/18 15:19,4/5/18 15:21,2,2,Desktop,1,36,2,3,1,9,2,5,4,9,PA,1,2,1,1,2,1,1,4,0,0,0,0,4
1666,0.2399635,1,1,1,,,1,1,4,20180403,76730,1,4,20180403,76741,20180403,76713,1,4,20180403,76730,76741,20180403,4,20180403,76758,3,2,3,1,,6,1,2,,2,4/3/18 21:18,4/3/18 21:20,1,2,Desktop,1,24,1,1,1,10,3,5,1,10,SD,2,4,1,1,2,3,4,5,0,0,0,0,5
1667,0.794542867,1,3,,,1,2,3,2,20180330,28701,1,3,20180330,28713,20180330,28721,1,3,20180330,28733,28713,20180330,3,20180330,28721,3,3,3,2,,5,2,,,4,3/30/18 7:57,3/30/18 7:59,1,2,Smartphone,1,42,2,3,1,12,4,1,1,14,PA,1,2,1,1,1,1,2,2,0,0,0,0,2
1668,0.44104313,1,4,,,1,2,3,3,20180329,46457,1,3,20180329,46462,20180329,46441,1,4,20180329,46451,46451,20180329,4,20180329,46457,3,3,3,10,,3,2,,,4,3/29/18 12:53,3/29/18 13:01,7,2,Smartphone,2,51,3,4,4,5,1,4,4,3,CA,4,9,1,1,2,3,4,4,0,0,1,1,2
1675,0.564351463,1,3,,,2,4,5,3,20180329,55356,1,2,20180329,55363,20180329,55318,1,3,20180329,55344,55344,20180329,4,20180329,55356,2,3,3,1,,7,3,,3,5,3/29/18 15:21,3/29/18 15:23,1,2,Smartphone,2,30,2,2,1,12,4,1,1,8,RI,1,1,1,0,1,1,4,5,2,0,1,0,2
1681,3.064494439,0,2,,2,,5,6,5,20180329,49826,0,3,20180329,49836,20180329,49836,0,3,20180329,49846,49814,20180329,3,20180329,49826,4,4,3,1,,8,3,,3,5,3/29/18 13:49,3/29/18 13:51,1,2,Desktop,2,67,4,6,1,9,2,1,7,10,CA,4,9,1,1,1,1,4,2,0,0,0,0,2
1687,1.035526557,1,1,1,,,1,1,6,20180330,62046,1,3,20180330,62061,20180330,62030,1,3,20180330,62046,62009,20180330,3,20180330,62030,3,1,3,1,,8,3,,3,5,3/30/18 17:12,3/30/18 17:26,13,2,Smartphone,2,51,3,4,2,11,3,2,1,11,VA,3,5,1,1,1,1,2,2,0,0,0,0,2
1688,1.147179615,1,2,,2,,5,6,2,20180405,35482,1,3,20180405,35493,20180405,35507,1,3,20180405,35519,35493,20180405,2,20180405,35507,3,4,2,9,,1,2,,,4,4/5/18 9:51,4/5/18 9:52,1,2,Smartphone,2,28,1,2,1,10,3,1,4,7,CO,4,8,1,1,1,4,4,2,0,0,0,0,2
1689,0.835370134,1,3,,,2,4,5,6,20180329,63476,1,2,20180329,63492,20180329,63413,1,3,20180329,63476,63386,20180329,2,20180329,63413,3,3,3,1,,3,3,,2,6,3/29/18 17:35,3/29/18 17:39,3,2,Tablet,1,48,3,4,3,9,2,3,1,14,MN,2,4,0,1,1,1,4,1,0,0,0,0,1
1691,0.55608144,0,4,,,1,2,3,5,20180329,52262,0,2,20180329,52276,20180329,52276,0,3,20180329,52300,52237,20180329,3,20180329,52262,3,3,4,12,,8,2,,,4,3/29/18 14:30,3/29/18 14:32,2,2,Smartphone,1,62,4,5,2,12,4,3,5,2,TX,3,7,1,1,2,3,4,1,0,0,0,0,1
1693,1.697655942,1,2,,1,,5,7,3,20180329,71895,1,2,20180329,71913,20180329,71826,1,4,20180329,71873,71873,20180329,2,20180329,71895,2,3,4,1,,6,3,,2,6,3/29/18 19:56,3/29/18 20:00,3,2,Desktop,2,81,4,7,1,10,3,2,5,7,AL,3,6,1,1,1,1,2,1,0,0,0,0,1
1699,3.254279349,0,2,,1,,5,7,2,20180329,74123,0,4,20180329,74144,20180329,74157,0,5,20180329,74170,74144,20180329,4,20180329,74157,3,4,4,2,,1,3,,2,6,3/29/18 20:34,3/29/18 20:37,2,2,Tablet,2,61,4,5,1,8,1,1,7,5,CA,4,9,1,1,1,1,4,2,0,0,0,0,2
1701,0.791218153,0,98,,,98,-1,-1,2,20180330,26388,0,1,20180330,26399,20180330,26403,0,1,20180330,26406,26399,20180330,1,20180330,26403,1,1,5,1,,9,3,,1,7,3/30/18 7:19,3/30/18 7:20,1,2,Smartphone,1,31,2,2,5,10,3,3,1,10,AL,3,6,1,1,2,3,4,4,0,2,1,0,1
1702,1.031934993,0,3,,,1,2,3,3,20180329,77768,0,3,20180329,77789,20180329,77738,0,3,20180329,77758,77758,20180329,3,20180329,77768,3,2,4,9,,1,1,3,,3,3/29/18 21:36,3/29/18 21:37,0,2,Desktop,1,61,4,5,6,14,4,5,5,18,CA,4,9,1,1,1,1,3,1,0,0,0,0,1
1704,1.586871072,0,1,2,,,1,2,5,20180401,58574,0,4,20180401,58586,20180401,58586,0,4,20180401,58599,58551,20180401,4,20180401,58573,3,2,3,10,,2,2,,,4,4/1/18 16:15,4/1/18 16:17,1,2,Desktop,2,41,2,3,1,14,4,5,2,14,CA,4,9,1,1,2,3,2,1,0,0,0,0,1
1708,1.392383221,0,2,,1,,5,7,5,20180329,47212,0,4,20180329,47235,20180329,47235,0,2,20180329,47272,47175,20180329,2,20180329,47212,3,4,2,2,,1,3,,1,7,3/29/18 13:05,3/29/18 13:09,3,2,Desktop,1,75,4,7,1,9,2,3,5,4,AZ,4,8,1,1,1,1,4,4,0,0,1,1,2
1709,0.136524104,1,4,,,3,3,4,6,20180330,34639,1,3,20180330,34704,20180330,34626,1,3,20180330,34639,34495,20180330,3,20180330,34626,3,3,3,2,,5,2,,,4,3/30/18 9:33,3/30/18 9:40,7,2,Desktop,2,42,2,3,1,9,2,5,6,1,IL,2,3,1,1,1,4,4,3,0,1,0,1,1
1714,1.213689749,0,2,,1,,5,7,6,20180329,63110,0,4,20180329,63130,20180329,63083,0,5,20180329,63110,63047,20180329,5,20180329,63083,2,3,5,1,,9,3,,1,7,3/29/18 17:30,3/29/18 17:33,3,2,Smartphone,2,54,3,4,1,13,4,1,1,10,LA,3,7,1,1,1,1,2,5,0,0,0,2,3
1719,0.572306614,1,2,,2,,5,6,6,20180401,77337,1,4,20180401,77346,20180401,77325,1,4,20180401,77337,77302,20180401,1,20180401,77325,2,2,3,2,,1,2,,,4,4/1/18 21:28,4/1/18 21:29,1,2,Desktop,1,67,4,6,1,11,3,3,1,14,IA,2,4,1,1,1,1,3,1,0,0,0,0,1
1731,0.194975067,1,3,,,1,2,3,6,20180403,44554,1,2,20180403,44566,20180403,44539,1,3,20180403,44554,44514,20180403,2,20180403,44539,4,3,4,1,,4,1,2,,2,4/3/18 12:21,4/3/18 12:48,27,2,Desktop,1,38,2,3,2,11,3,5,1,9,FL,3,5,1,0,2,3,4,2,0,0,0,0,2
1734,2.463736126,0,2,,2,,5,6,1,20180406,37081,0,3,20180406,37097,20180406,37097,0,3,20180406,37115,37115,20180406,3,20180406,37130,3,4,3,2,,4,3,,3,5,4/6/18 10:17,4/6/18 10:19,2,2,Smartphone,2,54,3,4,1,12,4,3,1,16,GA,3,5,1,1,1,2,4,3,0,0,0,1,2
1736,1.544378796,0,4,,,3,3,4,4,20180407,24871,0,3,20180407,24881,20180407,24854,0,3,20180407,24871,24881,20180407,4,20180407,24911,4,4,3,1,,8,2,,,4,4/7/18 6:53,4/7/18 6:55,1,2,Desktop,1,33,2,2,1,9,2,5,1,8,LA,3,7,1,1,2,3,4,1,0,0,0,0,1
1737,3.520937163,1,2,,1,,5,7,3,20180331,71520,1,4,20180331,71527,20180331,71503,1,3,20180331,71512,71512,20180331,3,20180331,71520,3,4,4,12,,1,3,,1,7,3/31/18 19:51,3/31/18 19:52,1,2,Smartphone,1,32,2,2,1,9,2,3,1,12,OH,2,3,1,1,1,1,2,2,0,0,0,0,2
1745,0.386393596,0,2,,2,,5,6,2,20180329,61831,0,3,20180329,61848,20180329,61871,0,3,20180329,61885,61848,20180329,3,20180329,61871,3,4,5,1,,6,3,,3,5,3/29/18 17:10,3/29/18 17:12,2,2,Desktop,1,73,4,6,1,10,3,1,5,11,AL,3,6,1,1,1,1,1,2,0,0,0,0,2
1748,0.090948577,0,1,2,,,1,2,6,20180329,60293,0,4,20180329,60314,20180329,60204,0,4,20180329,60293,60169,20180329,2,20180329,60204,3,2,2,12,,4,2,,,4,3/29/18 16:41,3/29/18 16:49,7,2,Desktop,2,53,3,4,4,10,3,1,1,11,NY,1,2,1,1,2,3,4,4,0,1,0,0,3
1754,0.367562877,1,4,,,3,3,4,3,20180401,80550,1,2,20180401,80566,20180401,80505,1,3,20180401,80521,80521,20180401,2,20180401,80550,3,3,3,1,,9,2,,,4,4/1/18 22:21,4/1/18 22:24,3,2,Smartphone,2,79,4,7,2,10,3,1,5,9,MD,3,5,1,1,1,1,3,2,0,0,0,0,1
1755,0.877690185,0,1,2,,,1,2,5,20180408,69883,0,3,20180408,69896,20180408,69896,0,3,20180408,69924,69824,20180408,3,20180408,69883,3,3,3,1,,2,2,,,4,4/8/18 19:23,4/8/18 19:26,3,2,Desktop,1,56,3,5,1,9,2,3,1,5,TX,3,7,1,1,1,4,4,1,0,0,0,0,1
1756,0.553749495,1,1,1,,,1,1,2,20180329,37060,1,1,20180329,37071,20180329,37077,1,2,20180329,37087,37071,20180329,2,20180329,37077,4,3,4,12,,2,1,1,,1,3/29/18 17:17,3/30/18 10:18,1021,2,Smartphone,1,56,3,5,2,10,3,1,1,12,CA,4,9,1,1,1,1,2,4,0,0,0,1,3
1766,2.896501104,0,3,,,3,3,4,1,20180329,73567,0,2,20180329,73576,20180329,73576,0,2,20180329,73586,73586,20180329,1,20180329,73593,4,4,3,10,,1,1,3,,3,3/29/18 20:26,3/29/18 20:27,0,2,Smartphone,2,42,2,3,1,13,4,3,1,14,WA,4,9,1,1,1,1,2,4,1,0,1,0,2
1780,0.955440988,0,3,,,3,3,4,2,20180329,72977,0,3,20180329,72986,20180329,72996,0,3,20180329,73011,72986,20180329,3,20180329,72996,4,3,3,2,,3,2,,,4,3/29/18 20:14,3/29/18 20:18,3,2,Smartphone,1,35,2,3,1,9,2,1,1,13,IN,2,3,1,1,2,1,2,3,0,0,0,0,3
1783,0.54790776,1,3,,,2,4,5,6,20180329,63539,1,4,20180329,63551,20180329,63488,1,4,20180329,63539,63371,20180329,5,20180329,63488,4,4,4,2,,6,2,,,4,3/29/18 17:11,3/29/18 17:39,28,2,Smartphone,2,63,4,5,1,12,4,1,2,14,CA,4,9,1,1,1,1,2,3,0,0,0,0,3
1784,1.868731561,1,1,2,,,1,2,4,20180331,66073,1,2,20180331,66168,20180331,65913,1,4,20180331,66073,66168,20180331,3,20180331,66310,3,2,3,14,christian othordox,1,1,3,,3,3/31/18 18:18,3/31/18 18:26,8,2,Desktop,1,43,2,3,4,10,3,1,1,11,GA,3,5,0,1,1,1,2,2,0,0,0,0,2
1789,2.087987784,1,1,1,,,1,1,1,20180329,66671,1,4,20180329,66687,20180329,66687,1,5,20180329,66713,66713,20180329,1,20180329,66741,3,2,4,9,,1,1,1,,1,3/29/18 18:29,3/29/18 18:33,4,2,Desktop,2,31,2,2,5,10,3,6,1,9,NC,3,5,1,1,1,1,4,2,0,0,0,0,2
1792,0.06406841,0,3,,,1,2,3,6,20180329,71302,0,5,20180329,71309,20180329,71290,0,3,20180329,71302,71278,20180329,3,20180329,71290,4,2,5,1,,8,2,,,4,3/29/18 19:47,3/29/18 19:49,1,2,Smartphone,2,33,2,2,4,10,3,1,4,6,CA,4,9,1,1,2,3,4,3,0,1,0,0,2
1802,0.884682744,1,1,2,,,1,2,6,20180329,58087,1,3,20180329,58110,20180329,58049,1,4,20180329,58086,57995,20180329,5,20180329,58049,2,2,5,6,,3,2,,,4,3/29/18 16:06,3/29/18 16:09,3,2,Smartphone,2,50,3,4,6,13,4,1,2,8,SC,3,5,1,1,1,1,2,5,0,0,1,0,4
1807,0.944180053,1,2,,2,,5,6,2,20180331,26610,1,3,20180331,26632,20180331,26648,1,3,20180331,26669,26632,20180331,3,20180331,26648,4,4,4,1,,4,2,,,4,3/31/18 7:23,3/31/18 7:25,2,2,Desktop,1,46,3,4,1,10,3,1,1,13,WA,4,9,1,1,1,1,4,3,1,0,0,0,2
1811,0.254611313,1,1,2,,,1,2,3,20180331,33877,1,3,20180331,33890,20180331,33807,1,3,20180331,33854,33854,20180331,3,20180331,33877,3,2,2,13,,1,1,3,,3,3/31/18 9:23,3/31/18 9:26,3,2,Desktop,1,71,4,6,1,10,3,6,1,7,NV,4,8,1,1,1,3,4,2,0,0,0,0,1
1815,1.658148798,0,2,,1,,5,7,6,20180329,82069,0,3,20180329,82089,20180329,82044,0,3,20180329,82069,82016,20180329,2,20180329,82044,3,2,3,1,,3,3,,2,6,3/29/18 22:46,3/29/18 22:49,3,2,Desktop,2,74,4,6,1,10,3,1,5,9,TX,3,7,0,1,1,1,4,2,0,0,0,0,2
1822,0.547758853,0,1,2,,,1,2,5,20180330,40839,0,4,20180330,40876,20180330,40876,0,4,20180330,40948,40815,20180330,3,20180330,40839,2,2,4,1,,8,2,,,4,3/30/18 11:19,3/30/18 11:24,4,2,Desktop,1,66,4,6,1,13,4,1,2,15,VA,3,5,1,1,1,2,2,2,0,0,0,0,2
1826,1.290381696,0,2,,1,,5,7,1,20180329,68425,0,4,20180329,68441,20180329,68441,0,4,20180329,68460,68460,20180329,3,20180329,68473,4,4,4,12,,3,3,,2,6,3/29/18 19:00,3/29/18 19:01,1,2,Smartphone,1,47,3,4,1,11,3,1,1,11,FL,3,5,1,1,1,1,4,2,0,0,0,0,2
1829,0.17123075,1,4,,,2,4,5,3,20180329,53144,1,3,20180329,53151,20180329,53120,1,3,20180329,53138,53138,20180329,3,20180329,53144,4,4,2,12,,8,2,,,4,3/29/18 14:45,3/29/18 14:46,1,2,Desktop,2,37,2,3,1,12,4,5,1,5,MO,2,4,1,1,2,3,4,1,0,0,0,0,1
1830,0.709786851,0,3,,,1,2,3,2,20180406,56368,0,3,20180406,56389,20180406,56406,0,2,20180406,56417,56389,20180406,2,20180406,56406,2,3,3,10,,1,1,2,,2,4/6/18 15:39,4/6/18 15:41,2,2,Desktop,1,48,3,4,1,10,3,1,1,13,NY,1,2,1,1,2,3,4,3,0,1,0,0,2
1835,0.53249878,0,1,2,,,1,2,1,20180330,74143,0,3,20180330,74154,20180330,74154,0,5,20180330,74164,74164,20180330,5,20180330,74172,4,3,2,2,,5,2,,,4,3/30/18 20:35,3/30/18 20:36,1,2,Smartphone,2,38,2,3,1,10,3,1,1,6,WI,2,3,1,1,2,1,4,6,0,1,1,2,2
1838,1.069152364,0,1,2,,,1,2,5,20180329,66453,0,4,20180329,66422,20180329,66422,0,2,20180329,66428,66396,20180329,2,20180329,66453,3,2,3,1,,5,2,,,4,3/29/18 18:26,3/29/18 18:28,1,2,Smartphone,1,44,2,3,2,10,3,1,1,9,TN,3,6,1,1,2,1,4,4,0,0,0,2,2
1844,0.742752812,1,4,,,1,2,3,6,20180407,28410,1,5,20180407,28425,20180407,28387,1,5,20180407,28410,28362,20180407,2,20180407,28387,3,3,3,11,,3,2,,,4,4/7/18 7:52,4/7/18 7:54,2,2,Desktop,1,67,4,6,1,9,2,2,1,14,WI,2,3,0,1,1,1,2,5,0,0,0,1,1
1848,0.879204328,1,1,1,,,1,1,5,20180330,37706,1,3,20180330,37722,20180330,37722,1,3,20180330,37746,37682,20180330,3,20180330,37706,4,2,3,1,,7,2,,,4,3/30/18 10:27,3/30/18 10:30,2,2,Desktop,1,70,4,6,1,10,3,1,5,12,WV,3,5,1,1,1,1,3,2,0,0,0,0,2
1851,0.854375009,0,2,,2,,5,6,5,20180329,60151,0,2,20180329,60162,20180329,60162,0,2,20180329,60175,60138,20180329,3,20180329,60151,3,4,2,3,,8,3,,1,7,3/29/18 16:41,3/29/18 16:44,2,2,Smartphone,2,64,4,5,1,9,2,1,6,9,ID,4,8,1,0,1,1,4,2,0,0,0,0,2
1853,0.510078042,1,1,2,,,1,2,4,20180329,60243,1,4,20180329,60257,20180329,60221,1,3,20180329,60243,60257,20180329,4,20180329,60321,3,2,4,5,,6,2,,,4,3/29/18 16:43,3/29/18 16:46,3,2,Desktop,1,21,1,1,1,11,3,5,7,8,GA,3,5,1,1,1,1,3,4,0,0,0,1,3
1857,0.386190288,0,1,2,,,1,2,5,20180330,73914,0,2,20180330,73944,20180330,73944,0,1,20180330,73955,73906,20180330,4,20180330,73914,1,2,4,1,,4,1,2,,2,3/30/18 20:31,3/30/18 20:33,1,2,Desktop,2,32,2,2,1,6,1,1,7,7,FL,3,5,1,1,2,3,4,4,0,2,0,0,2
1858,1.312245447,1,4,,,3,3,4,2,20180329,78692,1,2,20180329,78712,20180329,78730,1,3,20180329,78773,78712,20180329,3,20180329,78730,3,2,2,7,,3,2,,,4,3/29/18 21:48,3/29/18 22:01,12,2,Desktop,1,41,2,3,6,12,4,1,1,14,WA,4,9,1,1,1,1,4,3,1,0,0,0,2
1865,0.288374547,1,1,1,,,1,1,5,20180329,51032,1,4,20180329,51058,20180329,51058,1,4,20180329,51070,51008,20180329,2,20180329,51032,2,1,4,2,,3,1,2,,2,3/29/18 14:09,3/29/18 14:11,2,2,Desktop,1,52,3,4,1,10,3,1,4,13,CA,4,9,1,1,2,3,2,2,0,0,0,0,2
1870,0.203361632,1,3,,,3,3,4,1,20180330,55247,1,3,20180330,55250,20180330,55250,1,3,20180330,55253,55253,20180330,3,20180330,55256,3,2,3,2,,5,3,,2,6,3/30/18 15:20,3/30/18 15:21,0,2,Smartphone,1,33,2,2,1,11,3,6,1,18,PA,1,2,1,1,2,3,4,4,0,0,0,0,4
1879,0.500924343,1,3,,,2,4,5,4,20180401,51030,1,2,20180401,51045,20180401,51011,1,3,20180401,51030,51045,20180401,1,20180401,51056,4,4,3,11,,1,3,,3,5,4/1/18 14:09,4/1/18 14:11,2,2,Smartphone,1,47,3,4,3,10,3,1,3,9,MI,2,3,0,1,1,1,3,5,0,1,1,1,2
1880,0.428551672,1,4,,,2,4,5,3,20180329,55118,1,4,20180329,55210,20180329,54940,1,3,20180329,55027,55027,20180329,5,20180329,55118,3,3,3,2,,2,3,,2,6,3/29/18 15:14,3/29/18 15:22,7,2,Smartphone,2,47,3,4,1,11,3,1,1,13,WI,2,3,0,1,1,1,4,4,0,0,0,2,2
1886,0.262293155,1,1,1,,,1,1,4,20180329,70334,1,3,20180329,70342,20180329,70320,1,3,20180329,70334,70342,20180329,3,20180329,70357,3,2,4,1,,3,1,2,,2,3/29/18 19:32,3/29/18 19:33,1,2,Desktop,1,63,4,5,2,10,3,5,2,13,PA,1,2,1,1,2,3,3,1,0,0,0,0,1
1889,0.924237276,1,1,2,,,1,2,2,20180331,40387,1,3,20180331,40407,20180331,40443,1,3,20180331,40466,40407,20180331,2,20180331,40443,2,2,4,1,,4,2,,,4,3/31/18 11:12,3/31/18 11:16,3,2,Tablet,2,77,4,7,1,13,4,3,5,9,CT,1,1,1,1,1,2,3,1,0,0,0,0,1
1896,1.869672077,0,1,2,,,1,2,3,20180330,55270,0,2,20180330,55274,20180330,55233,0,3,20180330,55241,55241,20180330,3,20180330,55270,4,3,3,1,,3,2,,,4,3/29/18 18:15,3/30/18 15:22,1266,2,Smartphone,2,40,2,3,2,9,2,5,6,5,MD,3,5,1,1,2,1,4,6,0,0,1,1,4
1900,0.930274833,1,3,,,3,3,4,1,20180331,79781,1,4,20180331,79798,20180331,79798,1,4,20180331,79808,79808,20180331,3,20180331,79832,4,4,5,11,,4,2,,,4,3/31/18 22:08,3/31/18 22:11,2,2,Desktop,1,41,2,3,3,13,4,5,2,15,NH,1,1,1,1,1,1,3,4,0,0,0,0,4
1903,0.468773774,0,3,,,1,2,3,4,20180329,53542,0,4,20180329,53558,20180329,53419,0,4,20180329,53542,53558,20180329,4,20180329,53611,4,4,3,14,Buddhist and Jewish,2,1,2,,2,3/29/18 14:49,3/29/18 14:54,5,2,Desktop,2,65,4,6,1,10,3,6,7,2,CA,4,9,1,1,1,1,2,4,0,0,0,0,1
1904,1.779661455,1,1,2,,,1,2,2,20180329,72120,1,3,20180329,72136,20180329,72145,1,2,20180329,72154,72136,20180329,2,20180329,72145,3,4,2,10,,1,1,3,,3,3/29/18 20:02,3/29/18 20:03,0,2,Desktop,2,31,2,2,1,9,2,1,4,14,MI,2,3,1,1,1,1,4,2,0,0,0,0,2
1917,1.388911056,1,1,2,,,1,2,3,20180403,80831,1,3,20180403,80841,20180403,80732,1,3,20180403,80816,80816,20180403,3,20180403,80831,4,3,3,1,,8,2,,,4,4/3/18 22:25,4/3/18 22:28,3,2,Tablet,1,30,2,2,2,10,3,1,1,14,MD,3,5,1,1,2,3,3,2,0,0,0,0,2
1920,0.273732128,1,1,1,,,1,1,4,20180329,74526,1,3,20180329,74535,20180329,74501,1,5,20180329,74526,74535,20180329,4,20180329,74549,3,2,3,10,,5,1,2,,2,3/29/18 20:41,3/29/18 20:43,1,2,Smartphone,2,33,2,2,1,12,4,1,1,11,MN,2,4,1,1,1,3,4,2,0,0,0,0,2
1921,0.087334675,0,2,,1,,5,7,6,20180329,75938,0,3,20180329,75949,20180329,75909,0,3,20180329,75938,75879,20180329,5,20180329,75909,2,4,4,12,,8,3,,2,6,3/29/18 21:04,3/29/18 21:06,2,2,Smartphone,1,39,2,3,4,12,4,1,1,11,FL,3,5,1,1,1,3,4,4,0,0,0,0,4
1925,0.820799387,0,2,,2,,5,6,5,20180330,74563,0,3,20180330,74611,20180330,74611,0,4,20180330,74642,74522,20180330,3,20180330,74563,3,4,3,1,,7,3,,2,6,3/30/18 20:40,3/30/18 20:45,5,2,Desktop,2,78,4,7,1,9,2,1,7,18,CA,4,9,1,1,1,1,3,2,0,0,0,0,2
1926,0.906722463,1,3,,,3,3,4,2,20180329,54453,1,3,20180329,54756,20180329,54889,1,3,20180329,54918,54756,20180329,5,20180329,54889,3,3,5,14,Do not beleive in organized religion,1,2,,,4,3/29/18 15:07,3/29/18 15:16,9,2,Smartphone,2,61,4,5,2,12,4,1,1,13,AZ,4,8,1,1,2,3,2,3,0,0,0,1,2
1938,0.693339664,1,1,1,,,1,1,6,20180404,69438,1,3,20180404,69458,20180404,69412,1,4,20180404,69438,69396,20180404,3,20180404,69411,3,3,3,9,,2,1,2,,2,4/4/18 19:16,4/4/18 19:18,1,2,Smartphone,2,30,2,2,1,14,4,6,1,9,WA,4,9,1,1,2,1,4,3,0,0,0,0,3
1941,2.544796965,0,2,,2,,5,6,3,20180403,55239,0,3,20180403,55241,20180403,55201,0,3,20180403,55236,55236,20180403,3,20180403,55239,3,3,3,13,,1,2,,,4,4/3/18 15:19,4/3/18 15:22,3,2,Desktop,1,47,3,4,1,9,2,1,1,10,SD,2,4,1,1,1,1,2,3,0,0,1,0,2
