StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,pid_base,pidstr_d,pidstr_r,pidlean,ideol,trust_1,trust_2,trust_3,trust_4,trust_DO,followpol,intro,rep1,rep2,acq1,acq2,hyp1,hyp2,incomp1,incomp2,breach1,breach2,educ,gender,race,income,age,troll,troll_oe,debrief,age,year_of_birth,education,educationScore,gender,femaleAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,device,r1dr,r2dr,b1dr,b2dr,i1dr,i2dr,hyp1dr,hyp2dr,hyp1to,FL_39_DO,FL_46_DO,FL_55_DO,FL_43_DO,FL_59_DO,FL_60_DO
7/8/19 11:57,7/8/19 12:00,0,47.149.133.37,100,174,1,7/8/19 12:00,R_10B1JW8F9eWA5WH,,,,,33.8697052,-118.3693008,anonymous,EN,31,3,,,1,3,1,1,2,2,4|3|1|2,3,1,2,2,2,3,2,2,3,3,4,2,4,2,2,7,31,1,,,30,1989,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$60,000 to $84,999",4,72500,2de2f4a4,d7b971cf,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_47,FL_56,FL_45,Replication2|Replication1,Incompetence2|Breach1|Breach2|Hypocrisy2|Hypocrisy1|Acquiescence2|Acquiescence1|Incompetence1
7/8/19 11:58,7/8/19 12:00,0,73.7.151.223,100,143,1,7/8/19 12:00,R_2WSTG2huDwwWztw,,,,,33.8513031,-84.28700256,anonymous,EN,23,1,2,,,2,1,1,1,2,3|4|1|2,4,1,2,4,5,3,1,2,2,4,3,5,4,1,3,5,23,1,,,23,1996,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,male,0,"$40,000 to $59,999",3,50000,46c05c0b,d8cdd025,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_48,FL_57,FL_45,Replication2|Replication1,Incompetence1|Acquiescence2|Breach1|Incompetence2|Hypocrisy2|Breach2|Hypocrisy1|Acquiescence1
7/8/19 11:56,7/8/19 12:00,0,68.96.169.162,100,248,1,7/8/19 12:00,R_2EjecI0NLBtYy4e,,,,,36.19619751,-115.263298,anonymous,EN,32,1,2,,,2,1,2,2,2,1|2|4|3,3,1,4,3,4,3,3,3,4,3,4,4,3,1,1,5,32,1,,,32,1987,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,male,0,"$25,000 to $39,999",2,32500,fe54f2b0,9a13c505,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_48,FL_57,FL_44,Replication1|Replication2,Acquiescence2|Breach1|Hypocrisy1|Acquiescence1|Incompetence2|Incompetence1|Breach2|Hypocrisy2
7/8/19 11:59,7/8/19 12:01,0,76.180.67.64,100,129,1,7/8/19 12:01,R_3DnZH15zjEPwYsv,,,,,42.92970276,-78.74340057,anonymous,EN,30,1,1,,,2,2,1,2,3,1|3|4|2,1,1,4,2,3,3,3,2,5,2,2,3,3,1,1,5,30,1,,,30,1989,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$40,000 to $59,999",3,50000,c5714562,a4b4c9ff,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication2|Replication1,Hypocrisy1|Acquiescence1|Incompetence1|Incompetence2|Acquiescence2|Hypocrisy2|Breach1|Breach2
7/8/19 11:55,7/8/19 12:01,0,147.92.105.112,100,367,1,7/8/19 12:01,R_1Nqau5NnQMtRANF,,,,,42.21960449,-83.604599,anonymous,EN,32,1,1,,,1,2,2,2,3,3|4|2|1,1,1,4,3,4,3,3,2,3,3,2,2,4,2,1,4,32,1,,,32,1987,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$25,000 to $39,999",2,32500,ecd8574c,b48a6430,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_47,FL_57,FL_44,Replication1|Replication2,Acquiescence1|Incompetence1|Breach1|Breach2|Hypocrisy1|Hypocrisy2|Acquiescence2|Incompetence2
7/8/19 11:59,7/8/19 12:01,0,98.203.47.80,100,152,1,7/8/19 12:01,R_2ebtgdMDXvbMhUS,,,,,25.93809509,-80.31459808,anonymous,EN,23,2,,2,,5,2,2,2,2,1|2|4|3,5,1,2,2,4,2,2,2,1,4,2,2,2,1,1,4,23,1,,,22,1997,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$25,000 to $39,999",2,32500,e22042ec,becb88e0,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Incompetence2|Acquiescence2|Hypocrisy2|Breach2|Breach1|Incompetence1|Acquiescence1|Hypocrisy1
7/8/19 11:56,7/8/19 12:02,0,73.2.182.75,100,346,1,7/8/19 12:02,R_r9c1NM3rPjXUQjD,,,,,35.16400146,-89.7826004,anonymous,EN,45,1,1,,,1,2,2,2,2,3|4|1|2,3,1,3,3,2,3,2,2,2,5,2,2,4,2,1,8,45,1,,,45,1974,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$85,000 to $114,999",5,100000,2a295594,e05aa368,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_47,FL_57,FL_44,Replication2|Replication1,Breach1|Incompetence1|Hypocrisy2|Acquiescence1|Acquiescence2|Incompetence2|Breach2|Hypocrisy1
7/8/19 12:01,7/8/19 12:03,0,97.83.31.15,100,130,1,7/8/19 12:03,R_3PAKlGJn9rwRU6i,,,,,42.27360535,-85.54570007,anonymous,EN,35,2,,2,,5,1,1,1,1,3|2|1|4,5,1,3,3,3,3,3,3,3,3,3,3,2,1,1,2,35,1,,,35,1984,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$10,000 to $24,999",1,17500,1563d043,ec985c39,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication1|Replication2,Breach2|Acquiescence2|Hypocrisy1|Incompetence2|Breach1|Acquiescence1|Incompetence1|Hypocrisy2
7/8/19 12:01,7/8/19 12:03,0,50.44.184.249,100,139,1,7/8/19 12:03,R_1EbMW0dcpxTqpC8,,,,,39.73390198,-90.22899628,anonymous,EN,31,1,1,,,2,2,2,2,2,1|2|3|4,2,1,3,3,2,3,1,1,1,2,2,3,4,2,1,5,31,1,,,31,1988,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$25,000 to $39,999",2,32500,d8640ff4,ff02fb2e,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication1|Replication2,Acquiescence2|Breach1|Acquiescence1|Incompetence2|Incompetence1|Hypocrisy2|Breach2|Hypocrisy1
7/8/19 11:57,7/8/19 12:04,0,73.237.88.24,100,366,1,7/8/19 12:04,R_Zz48HoKs9vAH2kV,,,,,34.04139709,-84.50530243,anonymous,EN,29,1,2,,,3,1,2,2,2,2|1|4|3,2,1,1,2,2,3,1,2,3,5,2,3,2,2,1,7,29,1,,,29,1990,"Completed only high school or the equivalent (for example: GED), no college",2,female,1,"$60,000 to $84,999",4,72500,af7af13d,26e41957,United States,desktop,Republican,Democratic,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_47,FL_57,FL_45,Replication2|Replication1,Acquiescence1|Incompetence1|Hypocrisy1|Breach1|Breach2|Acquiescence2|Incompetence2|Hypocrisy2
7/8/19 11:58,7/8/19 12:04,0,166.67.66.245,100,370,1,7/8/19 12:04,R_3fkrs2C7RZYbYDr,,,,,37.51469421,-77.50340271,anonymous,EN,52,2,,1,,6,2,3,1,3,1|2|4|3,3,1,3,2,5,2,1,2,3,5,4,2,4,2,1,8,52,1,,,53,1966,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$85,000 to $114,999",5,100000,b57447b9,89e172dc,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication2|Replication1,Acquiescence1|Incompetence2|Hypocrisy1|Breach2|Hypocrisy2|Incompetence1|Breach1|Acquiescence2
7/8/19 12:02,7/8/19 12:05,0,170.76.184.94,100,187,1,7/8/19 12:05,R_6h5KADrnR9HHj8J,,,,,30.55580139,-100.6306992,anonymous,EN,30,3,,,2,4,2,2,2,3,4|3|1|2,2,1,4,3,1,2,3,2,3,4,3,4,2,1,1,5,30,1,,,30,1989,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$25,000 to $39,999",2,32500,feb8c2f9,53f37b71,United States,desktop,Democratic,Republican,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_48,FL_57,FL_44,Replication2|Replication1,Acquiescence1|Hypocrisy2|Incompetence1|Breach2|Acquiescence2|Hypocrisy1|Breach1|Incompetence2
7/8/19 12:03,7/8/19 12:06,0,174.230.138.163,100,183,1,7/8/19 12:06,R_20VdAaZxOsZRTQr,,,,,42.45249939,-85.04889679,anonymous,EN,45,1,2,,,2,1,2,2,2,1|3|2|4,3,1,3,3,5,3,2,2,2,4,3,2,3,2,1,2,45,1,,,46,1973,"Completed only high school or the equivalent (for example: GED), no college",2,female,1,"$10,000 to $24,999",1,17500,6279d450,de2497cd,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_41,FL_48,FL_57,FL_45,Replication1|Replication2,Incompetence2|Hypocrisy1|Incompetence1|Acquiescence1|Acquiescence2|Breach1|Breach2|Hypocrisy2
7/8/19 12:00,7/8/19 12:06,0,24.140.34.25,100,361,1,7/8/19 12:06,R_qOZC1e1tflMpsFH,,,,,40.81419373,-81.93869781,anonymous,EN,52,1,2,,,3,2,4,3,3,2|3|4|1,2,1,4,4,4,2,3,2,3,4,4,4,2,2,1,4,52,1,,,52,1967,"Completed only high school or the equivalent (for example: GED), no college",2,female,1,"$25,000 to $39,999",2,32500,f9ed2ed3,d938a6f9,United States,desktop,Democratic,Republican,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_48,FL_57,FL_45,Replication1|Replication2,Incompetence1|Hypocrisy2|Breach1|Acquiescence1|Acquiescence2|Incompetence2|Hypocrisy1|Breach2
7/8/19 12:01,7/8/19 12:07,0,50.81.148.214,100,384,1,7/8/19 12:07,R_2TXbgyoDXiqORTq,,,,,30.29559326,-89.46320343,anonymous,EN,32,1,1,,,2,2,2,2,2,2|3|4|1,3,1,3,2,2,2,3,2,3,3,4,2,2,2,2,4,32,1,,,32,1987,"Completed only high school or the equivalent (for example: GED), no college",2,female,1,"$25,000 to $39,999",2,32500,e43436d0,0fa6efab,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication1|Replication2,Incompetence1|Hypocrisy1|Acquiescence1|Incompetence2|Hypocrisy2|Acquiescence2|Breach2|Breach1
7/8/19 12:01,7/8/19 12:08,0,107.77.205.208,100,415,1,7/8/19 12:08,R_3oXzCHThBNzCGFh,,,,,45.52450562,-122.6692047,anonymous,EN,47,2,,2,,5,2,2,2,3,4|2|3|1,4,1,2,3,2,2,2,2,2,4,4,2,3,1,1,7,47,1,,Thanks.  Obviously I do not follow politics ,47,1972,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$60,000 to $84,999",4,72500,588914eb,341fa08e,United States,desktop,Republican,Democratic,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_47,FL_56,FL_45,Replication1|Replication2,Breach1|Incompetence1|Acquiescence2|Hypocrisy1|Breach2|Incompetence2|Acquiescence1|Hypocrisy2
7/8/19 11:53,7/8/19 12:08,0,67.191.145.76,100,899,1,7/8/19 12:08,R_3Gliz6Z4RjMrnP5,,,,,34.23190308,-84.16269684,anonymous,EN,34,1,2,,,3,2,3,2,3,4|1|2|3,2,1,4,4,5,4,4,2,3,2,3,2,4,1,1,8,34,1,,,34,1985,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$85,000 to $114,999",5,100000,ee98cae4,21b904d4,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_47,FL_56,FL_45,Replication2|Replication1,Hypocrisy2|Incompetence1|Acquiescence2|Acquiescence1|Breach2|Hypocrisy1|Breach1|Incompetence2
7/8/19 12:01,7/8/19 12:12,0,47.42.28.59,100,607,1,7/8/19 12:12,R_2VluPLHbVGKaLZ8,,,,,34.52510071,-82.63069916,anonymous,EN,25,1,1,,,2,1,2,2,1,4|3|2|1,2,1,5,2,3,3,5,3,5,1,2,5,5,1,1,5,25,1,,,27,1992,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$40,000 to $59,999",3,50000,a65175bb,f11a431a,United States,desktop,Democratic,Republican,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_48,FL_56,FL_44,Replication1|Replication2,Breach2|Acquiescence2|Hypocrisy1|Acquiescence1|Incompetence2|Incompetence1|Breach1|Hypocrisy2
7/8/19 12:09,7/8/19 12:12,0,172.90.144.178,100,161,1,7/8/19 12:12,R_YQ66wqWdbjMwSaZ,,,,,33.73989868,-117.0150986,anonymous,EN,31,3,,,1,4,3,3,2,3,4|2|1|3,4,1,2,2,2,4,2,2,4,4,1,1,2,1,1,3,31,1,,,31,1988,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$25,000 to $39,999",2,32500,82e0a681,5824d937,United States,desktop,Republican,Democratic,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_47,FL_56,FL_44,Replication2|Replication1,Breach1|Acquiescence1|Incompetence1|Incompetence2|Hypocrisy2|Breach2|Hypocrisy1|Acquiescence2
7/8/19 12:01,7/8/19 12:12,0,75.99.158.2,100,677,1,7/8/19 12:12,R_RIz6mBZ4lhxk3Ad,,,,,40.94769287,-74.06719971,anonymous,EN,36,1,1,,,2,2,2,1,3,4|1|2|3,2,1,3,2,2,2,3,1,4,4,2,2,3,1,3,9,36,1,,,36,1983,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$115,000 to $149,999",6,132500,96e90dcd,aaedd3a5,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_40,FL_47,FL_56,FL_44,Replication2|Replication1,Hypocrisy2|Incompetence2|Breach2|Incompetence1|Acquiescence2|Breach1|Hypocrisy1|Acquiescence1
7/8/19 12:15,7/8/19 12:18,0,98.249.138.19,100,153,1,7/8/19 12:18,R_1jJHYNN7Z6XsfyV,,,,,27.44929504,-80.35919952,anonymous,EN,32,1,2,,,2,3,3,2,2,3|2|1|4,2,1,3,2,4,3,2,4,2,2,3,2,2,1,1,3,33,1,,,32,1987,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$25,000 to $39,999",2,32500,9fb18382,37fe7b61,United States,desktop,Democratic,Republican,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_48,FL_57,FL_45,Replication2|Replication1,Hypocrisy2|Breach2|Acquiescence1|Incompetence1|Breach1|Hypocrisy1|Acquiescence2|Incompetence2
7/8/19 12:19,7/8/19 12:24,0,24.72.172.148,100,352,1,7/8/19 12:24,R_3frgnCUkwj5bZsR,,,,,27.42289734,-97.84069824,anonymous,EN,23,1,2,,,2,1,3,2,2,1|2|4|3,2,1,3,3,2,2,3,3,5,3,2,4,3,1,1,7,23,1,,,24,1995,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$60,000 to $84,999",4,72500,7dc41445,b48ee900,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_48,FL_57,FL_44,Replication1|Replication2,Incompetence1|Acquiescence2|Hypocrisy2|Acquiescence1|Incompetence2|Breach1|Hypocrisy1|Breach2
7/8/19 12:23,7/8/19 12:30,0,73.106.134.32,100,368,1,7/8/19 12:30,R_Zq09S8GMkB4WmWJ,,,,,33.90600586,-84.18399811,anonymous,EN,57,3,,,2,5,2,3,2,3,3|2|1|4,1,1,4,3,4,3,3,2,4,5,3,3,3,1,1,3,57,1,,,58,1961,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$25,000 to $39,999",2,32500,ae251b66,6bd54f28,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_47,FL_56,FL_45,Replication2|Replication1,Hypocrisy2|Breach1|Acquiescence1|Breach2|Incompetence2|Hypocrisy1|Acquiescence2|Incompetence1
7/8/19 12:27,7/8/19 12:30,0,141.126.152.99,100,178,1,7/8/19 12:30,R_2UYiZuNTozleHQJ,,,,,44.78140259,-91.48660278,anonymous,EN,32,1,2,,,3,2,2,2,3,2|3|1|4,3,1,2,2,4,2,2,2,2,2,2,2,3,1,1,1,32,1,,,33,1986,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$60,000 to $84,999",4,72500,0d7ea07e,1aaa462b,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication2|Replication1,Breach2|Incompetence1|Hypocrisy1|Acquiescence2|Hypocrisy2|Incompetence2|Breach1|Acquiescence1
7/8/19 17:44,7/8/19 17:48,0,68.188.167.211,100,204,1,7/8/19 17:48,R_24l7yX08TyUiim1,,,,,43.03520203,-83.52480316,anonymous,EN,35,1,1,,,1,2,3,2,2,1|2|3|4,1,1,4,2,3,3,3,4,4,4,4,4,4,1,1,5,35,1,,Thanks for letting me participate. ,36,1983,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$40,000 to $59,999",3,50000,802d9845,316e6995,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication1|Replication2,Incompetence2|Acquiescence2|Hypocrisy2|Breach2|Hypocrisy1|Breach1|Incompetence1|Acquiescence1
7/8/19 17:46,7/8/19 17:48,0,98.220.196.13,100,147,1,7/8/19 17:48,R_2CBr5DgjqfYVtpN,,,,,41.68370056,-88.34989929,anonymous,EN,25,1,2,,,4,1,3,1,3,2|1|4|3,3,1,3,3,3,2,3,2,3,3,3,2,3,1,1,9,25,1,,,25,1994,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,male,0,"$115,000 to $149,999",6,132500,f50897d3,1151370b,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication2|Replication1,Acquiescence2|Incompetence2|Incompetence1|Acquiescence1|Breach2|Hypocrisy2|Breach1|Hypocrisy1
7/8/19 17:47,7/8/19 17:49,0,24.74.120.186,100,124,1,7/8/19 17:49,R_UWTaYVoFoYzaUHT,,,,,35.79899597,-80.89399719,anonymous,EN,25,1,2,,,3,2,2,2,2,3|2|4|1,3,1,4,4,2,4,3,3,3,4,2,3,4,2,1,11,25,1,,,25,1994,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$60,000 to $84,999",4,72500,90741de8,005ad5be,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication2|Replication1,Incompetence1|Hypocrisy1|Acquiescence2|Breach1|Incompetence2|Acquiescence1|Breach2|Hypocrisy2
7/8/19 17:46,7/8/19 17:50,0,174.96.161.101,100,220,1,7/8/19 17:50,R_3Ddq5NybFctMr2y,,,,,40.59120178,-83.12580109,anonymous,EN,40,3,,,1,3,1,3,2,3,4|3|2|1,2,1,3,3,2,3,3,3,3,3,3,3,4,2,1,4,40,1,,,40,1979,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$25,000 to $39,999",2,32500,29168484,57ceba44,United States,desktop,Republican,Democratic,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_47,FL_56,FL_45,Replication1|Replication2,Acquiescence2|Incompetence2|Breach2|Breach1|Hypocrisy1|Incompetence1|Acquiescence1|Hypocrisy2
7/8/19 17:49,7/8/19 17:52,0,71.244.254.108,100,164,1,7/8/19 17:52,R_20YWJ5FNbsfA6GF,,,,,39.21240234,-76.87760162,anonymous,EN,24,1,2,,,2,2,2,2,3,4|1|3|2,3,1,4,5,1,3,2,2,3,3,1,2,3,1,2,10,24,1,,,24,1995,"Completed only high school or the equivalent (for example: GED), no college",2,male,0,"$150,000 to $199,999",7,175000,159cb071,0a78b377,United States,desktop,Republican,Democratic,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_41,FL_48,FL_57,FL_44,Replication1|Replication2,Hypocrisy1|Incompetence1|Hypocrisy2|Incompetence2|Breach1|Acquiescence2|Breach2|Acquiescence1
7/8/19 17:45,7/8/19 17:53,0,71.136.150.232,100,446,1,7/8/19 17:53,R_1lfLEBCOIu7MchZ,,,,,35.68840027,-84.07689667,anonymous,EN,68,2,,1,,7,2,3,1,2,1|2|3|4,2,1,3,3,5,4,3,3,4,4,3,3,3,2,1,3,68,1,,,68,1951,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,female,1,"$25,000 to $39,999",2,32500,dea3b2f5,93e9f03d,United States,desktop,Democratic,Republican,Republican,Democratic,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_48,FL_57,FL_44,Replication1|Replication2,Incompetence2|Breach2|Breach1|Acquiescence2|Hypocrisy2|Incompetence1|Hypocrisy1|Acquiescence1
7/8/19 17:54,7/8/19 17:55,0,73.52.197.219,100,65,1,7/8/19 17:55,R_ST1t2yfkrL3KKFr,,,,,41.02409363,-80.34539795,anonymous,EN,32,3,,,2,5,3,2,4,3,3|1|2|4,4,1,2,5,5,1,2,1,5,2,5,5,3,1,1,5,32,1,,,32,1987,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,male,0,"$25,000 to $39,999",2,32500,f95b60b0,0e0bc757,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Democratic,Republican,Trump,FL_40,FL_47,FL_57,FL_44,Replication1|Replication2,Acquiescence2|Hypocrisy2|Incompetence1|Breach1|Breach2|Acquiescence1|Incompetence2|Hypocrisy1
7/8/19 17:52,7/8/19 17:57,0,70.171.9.199,100,315,1,7/8/19 17:57,R_24O9Xi7fIPvc9O5,,,,,29.68249512,-82.36060333,anonymous,EN,26,3,,,3,4,1,1,1,1,4|3|2|1,2,1,4,2,5,4,2,2,4,4,4,3,4,1,4,9,26,1,,,26,1993,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$85,000 to $114,999",5,100000,d0bc707f,ed6aeb98,United States,desktop,Democratic,Republican,Democratic,Republican,Democrat,Republican,Republican,Democratic,Obama,FL_40,FL_47,FL_56,FL_45,Replication1|Replication2,Breach2|Hypocrisy2|Acquiescence1|Incompetence1|Incompetence2|Breach1|Acquiescence2|Hypocrisy1
7/8/19 17:55,7/8/19 17:57,0,45.37.228.97,100,143,1,7/8/19 17:57,R_0Ina8Mn0aWygIIF,,,,,35.86390686,-78.53500366,anonymous,EN,36,4,,,1,2,1,2,1,3,1|2|4|3,3,1,2,2,2,3,1,1,2,4,2,3,4,2,1,10,36,1,,,37,1982,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$150,000 to $199,999",7,175000,23ce5217,03b0eb39,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Republican,Democratic,Obama,FL_41,FL_48,FL_56,FL_45,Replication1|Replication2,Incompetence2|Hypocrisy1|Acquiescence1|Incompetence1|Hypocrisy2|Acquiescence2|Breach1|Breach2
7/8/19 17:57,7/8/19 18:03,0,71.45.63.180,100,345,1,7/8/19 18:03,R_2ZNBV1OEJ3eeChE,,,,,33.54089355,-86.74949646,anonymous,EN,32,1,2,,,3,2,2,2,3,1|3|2|4,2,1,3,3,4,2,4,2,3,4,4,2,4,2,1,7,32,1,,,31,1988,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$60,000 to $84,999",4,72500,9a692103,2ddeeab6,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication1|Replication2,Breach2|Acquiescence2|Incompetence1|Hypocrisy2|Acquiescence1|Incompetence2|Breach1|Hypocrisy1
7/8/19 17:59,7/8/19 18:04,0,71.223.219.39,100,280,1,7/8/19 18:04,R_e8rXTp0DvDozvcR,,,,,33.50379944,-112.0252991,anonymous,EN,25,1,1,,,1,3,2,3,3,2|4|3|1,1,1,3,4,5,3,2,3,2,5,4,2,4,1,1,3,25,1,,,25,1994,"Completed bachelor's degree (BA, AB, BS or other)",5,male,0,"$25,000 to $39,999",2,32500,7487eedc,6f73b6e1,United States,desktop,Democratic,Republican,Democratic,Republican,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_47,FL_57,FL_45,Replication1|Replication2,Acquiescence2|Incompetence2|Hypocrisy2|Incompetence1|Acquiescence1|Breach2|Breach1|Hypocrisy1
7/8/19 18:03,7/8/19 18:09,0,108.30.21.41,100,350,1,7/8/19 18:09,R_3nAjp4mCbhoIiI3,,,,,40.8881073,-73.84140015,anonymous,EN,44,1,1,,,1,2,2,1,3,1|4|2|3,2,1,4,4,3,2,2,4,2,5,2,4,3,2,4,3,44,1,,,44,1975,Completed trade/technical/vocational training,3,female,1,"$10,000 to $24,999",1,17500,fa33b710,29c2236d,United States,desktop,Democratic,Republican,Republican,Democratic,Republican,Democrat,Republican,Democratic,Obama,FL_40,FL_48,FL_57,FL_45,Replication1|Replication2,Acquiescence1|Incompetence2|Hypocrisy2|Acquiescence2|Hypocrisy1|Incompetence1|Breach1|Breach2
7/8/19 18:53,7/8/19 19:00,0,68.58.107.206,100,379,1,7/8/19 19:00,R_1FD1rBgXUPN9XZF,,,,,39.67570496,-86.06939697,anonymous,EN,40,3,,,1,3,2,2,2,2,2|1|3|4,3,1,4,4,3,3,2,4,4,3,2,2,4,2,1,4,40,1,,,41,1978,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$25,000 to $39,999",2,32500,edc03fac,083dad0c,United States,desktop,Republican,Democratic,Democratic,Republican,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_47,FL_56,FL_44,Replication1|Replication2,Hypocrisy1|Acquiescence2|Incompetence2|Incompetence1|Hypocrisy2|Breach2|Breach1|Acquiescence1
7/9/19 11:36,7/9/19 11:38,0,74.139.172.19,100,150,1,7/9/19 11:38,R_3nkkJlnqkmyTFj6,,,,,38.14050293,-85.69360352,anonymous,EN,30,1,1,,,2,4,3,3,2,4|3|1|2,3,1,2,4,1,2,3,2,4,4,2,3,4,2,1,5,30,1,,,30,1989,"Completed bachelor's degree (BA, AB, BS or other)",5,female,1,"$40,000 to $59,999",3,50000,b0a8e9e4,96f31d5e,United States,desktop,Republican,Democratic,Republican,Democratic,Democrat,Republican,Democratic,Republican,Trump,FL_41,FL_48,FL_56,FL_44,Replication2|Replication1,Acquiescence2|Incompetence1|Incompetence2|Breach1|Hypocrisy2|Hypocrisy1|Breach2|Acquiescence1
